url,label
http://facebookloginsignub.blogspot.com/,bad
http://www.digitalplatforumu.com/,bad
http://galyabet.app/,bad
http://myaol-serv.cwrdl.workers.dev/,bad
http://download-offical-trexrsuite.pages.dev/,bad
http://www.anoopsamazon.vercel.app/,bad
https://8ruuxo-pit64-xglds-vwh-m0lscg.pages.dev/qaz-wsx-edc-rfv,bad
https://adobe.athena.captivatechat.com/,bad
https://ycgfn25kq-msprq81los-4c1d7a-vn428w.pages.dev/,bad
http://pemenangshopee66.blogspot.com/,bad
https://snifferip.com/2oV3e.gif,bad
https://sp13ct-prandel-biz-zormek-lavkor.pages.dev/,bad
http://facebookloginapp.blogspot.com/,bad
https://www.71618.xyz/,bad
https://71698.xyz/,bad
https://binance-register.blogspot.com/,bad
https://pixelquest-btg.pages.dev/,bad
https://destructor82.github.io/legger-v2/,bad
https://destructor82.github.io/Leger/,bad
https://pyush-777.github.io/Amazon-clone/,bad
https://fizafatima24.github.io/Aamazon/,bad
https://amandiwakarrr.github.io/Netflix-Clone/,bad
http://trustworthy-shallot-648391.framer.app/,bad
https://morlena-nqx-belqumi-c7x3hq98.pages.dev/,bad
https://resbonsibale1.pages.dev/public,bad
http://reactivarwhats.webcindario.com/index.html,bad
http://www.g97z.xyz/,bad
http://esign.social-statements.com/,bad
https://www.app81-facebook.blogspot.com/,bad
https://facebookbigeronline.blogspot.com/,bad
https://sucurpanamigoc360.fly.dev/espejo/landing.html,bad
http://sucurpanamigoc360.fly.dev/,bad
https://www.71593.xyz/,bad
https://www.71381.xyz/,bad
http://www.71713.xyz/,bad
http://www.ml-facebook.blogspot.com/,bad
https://hidden-scene-8d69.rvxejgblnuevhsi.workers.dev/account-center,bad
https://facebookloginnet.blogspot.com/,bad
https://late-lab-7d38.aipsfxywsiqmxmt.workers.dev/meta.help,bad
https://frosty-frog-6b2e.egfyolgvnwainsw.workers.dev/meta.help,bad
http://hammadbaloch-9.github.io/Facebook/,bad
https://cool-sound-9e44.jessiedunlapgof21787yad94624.workers.dev/support-index,bad
https://m.tyc643.com/,bad
https://s.team-p.my/p/quei-odxi/lrjzqohi,bad
https://www.amazonjob-opal.vercel.app/,bad
http://www.instagramaccounthacks.blogspot.com/,bad
http://dhlvarese.it/index.html,bad
https://new-set-3.searchsst.info/Y2gtZmVkZXgtMjAyNg/?u=163C1655&e=h.p.vonsiebenthal%40bluewin.ch&s3=&s4=&s5=&s6=&s7=&s8=,bad
https://trk-105.healthanswers.info/ga/click/2-17218745-21-16023-31226-17407-2f0b352bc3-432bcb9b64,bad
https://www.instagram-instagram.blogspot.com/,bad
https://vnzkt523mjw-msprqrel-6b5d2e-hb611a.pages.dev/,bad
http://www.facebook-hack-login.blogspot.com/,bad
https://mydropsboxmaill.weebly.com/,bad
https://confirmationofmailupdate.weeblysite.com/,bad
https://hotmailskjfhurytnadinbox.weebly.com/,bad
https://mail-spectrum-net-login.framer.website/,bad
https://ep-ch-op3izuems2p7-cmdsg8byeda5d9g3.z02.azurefd.net/,bad
https://whatsapp.123zoeken.be/,bad
https://aktiifkanpaylaterzx.resmi-akzz3.my.id/,bad
http://odd-rice-59bf.escekolyaes.workers.dev/,bad
https://skg019403.github.io/New-1/,bad
https://instagram-demo.blogspot.com/,bad
https://instgrammail33-gif.github.io/instagram,bad
https://instgrammail33-gif.github.io/instagram/d.html,bad
https://www.vkr.sqs.mybluehost.me/EN/TD-ZE5KIzX0UW4&oauth_key_signature=eyJraWQOiJrUFVqdlNhT25GWUVDakpjMmV1MXJvNGxnb2VFeXJJb2tCbU1X3BiZXN/loading.php,bad
https://www.vkr.sqs.mybluehost.me/EN/TD-ZE5KIzX0UW4&oauth_key_signature=eyJraWQOiJrUFVqdlNhT25GWUVDakpjMmV1MXJvNGxnb2VFeXJJb2tCbU1X3BiZXN/app.php,bad
http://face-book-book.blogspot.com/2014/04/function-envflushafunction-bcforvar-d.html,bad
https://www.facebook-verification-system4.blogspot.com/,bad
http://social-statements.com/esign.social-statements.com,bad
http://webxfinitylogin.weebly.com/,bad
http://xfinitylogininc.weebly.com/,bad
http://newmidas.gamerstored.com/,bad
https://www.facebooklogin8989.blogspot.com/,bad
http://whatsapp-tools.lateinos.com.br/,bad
https://sp13ct-lavkor-biz-prandor-zersik.pages.dev/,bad
http://www.facebooklogin1now.blogspot.com/,bad
http://thrshopee17.blogspot.com/,bad
http://xfinity-comcasts.github.io/xfinity-flask,bad
http://wqdegnhwas.on-forge.com/,bad
http://www.comcastmailupdateaccount.weebly.com/,bad
http://fix.allwalletdapp.com/,bad
https://kxztp5c80sk-mvrqlwur-9e4f1c-zd611a.pages.dev/,bad
https://affifamarwat-ship-it.github.io/counter/,bad
https://www.yrnald.4663.org/,bad
https://yrnald.4663.org/,bad
